state,declaration_date,incident_type
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
PR,1998-09-24,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
FL,1998-09-25,Hurricane
WA,1998-09-25,Fire
AL,1998-09-28,Hurricane
AL,1998-09-28,Hurricane
AL,1998-09-28,Hurricane
AL,1998-09-28,Hurricane
AL,1998-09-28,Hurricane
AL,1998-09-28,Hurricane
AL,1998-09-28,Hurricane
AL,1998-09-28,Hurricane
AL,1998-09-28,Hurricane
AL,1998-09-28,Hurricane
AL,1998-09-28,Hurricane
AL,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
MS,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
FL,1998-09-28,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
AL,1998-09-30,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
MS,1998-10-01,Hurricane
WA,1998-10-05,Severe Storm
WA,1998-10-05,Severe Storm
KS,1998-10-14,Severe Storm
KS,1998-10-14,Severe Storm
KS,1998-10-14,Severe Storm
KS,1998-10-14,Severe Storm
KS,1998-10-14,Severe Storm
KS,1998-10-14,Severe Storm
KS,1998-10-14,Severe Storm
KS,1998-10-14,Severe Storm
KS,1998-10-14,Severe Storm
KS,1998-10-14,Severe Storm
KS,1998-10-14,Severe Storm
KS,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
MO,1998-10-14,Severe Storm
WA,1998-10-16,Mud/Landslide
MO,1998-10-19,Severe Storm
MO,1998-10-19,Severe Storm
MO,1998-10-19,Severe Storm
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
TX,1998-10-21,Flood
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
KS,1998-11-05,Severe Storm
FL,1998-11-06,Severe Storm
FL,1998-11-06,Severe Storm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
IL,1999-01-08,Snowstorm
NY,1999-01-15,Snowstorm
NY,1999-01-15,Snowstorm
NY,1999-01-15,Snowstorm
NY,1999-01-15,Snowstorm
NY,1999-01-15,Snowstorm
NY,1999-01-15,Snowstorm
NY,1999-01-15,Snowstorm
NY,1999-01-15,Snowstorm
NY,1999-01-15,Snowstorm
NY,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
IN,1999-01-15,Snowstorm
AL,1999-01-15,Severe Storm
AL,1999-01-15,Severe Storm
AL,1999-01-15,Severe Storm
AL,1999-01-15,Severe Storm
AL,1999-01-15,Severe Storm
AL,1999-01-15,Severe Storm
AL,1999-01-15,Severe Storm
AL,1999-01-15,Severe Storm
AL,1999-01-15,Severe Storm
AL,1999-01-15,Severe Storm
AL,1999-01-15,Severe Storm
AL,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-15,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
TN,1999-01-19,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
LA,1999-01-21,Severe Storm
ME,1999-01-21,Severe Storm
ME,1999-01-21,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
AR,1999-01-23,Severe Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MS,1999-01-25,Severe Ice Storm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
MI,1999-01-27,Snowstorm
CA,1999-02-09,Freezing
CA,1999-02-09,Freezing
CA,1999-02-09,Freezing
CA,1999-02-09,Freezing
CA,1999-02-09,Freezing
CA,1999-02-09,Freezing
CA,1999-02-09,Freezing
CA,1999-02-09,Freezing
WY,1999-02-17,Severe Ice Storm
WY,1999-02-17,Severe Ice Storm
TX,1999-03-02,Fire
NY,1999-03-10,Snowstorm
NY,1999-03-10,Snowstorm
NY,1999-03-10,Snowstorm
NY,1999-03-10,Snowstorm
NY,1999-03-10,Snowstorm
NY,1999-03-10,Snowstorm
LA,1999-04-09,Severe Storm
LA,1999-04-09,Severe Storm
LA,1999-04-09,Severe Storm
LA,1999-04-09,Severe Storm
LA,1999-04-09,Severe Storm
TN,1999-04-13,Fire
TN,1999-04-13,Fire
TN,1999-04-13,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-15,Fire
FL,1999-04-17,Fire
FL,1999-04-17,Fire
FL,1999-04-17,Fire
FL,1999-04-17,Fire
FL,1999-04-17,Fire
FL,1999-04-17,Fire
FL,1999-04-17,Fire
FL,1999-04-18,Fire
FL,1999-04-18,Fire
FL,1999-04-18,Fire
FL,1999-04-18,Fire
FL,1999-04-19,Fire
FL,1999-04-19,Fire
FL,1999-04-20,Fire
FL,1999-04-20,Fire
FL,1999-04-20,Fire
FL,1999-04-20,Fire
FL,1999-04-20,Fire
GA,1999-04-20,Severe Storm
GA,1999-04-20,Severe Storm
MO,1999-04-20,Severe Storm
MO,1999-04-20,Severe Storm
MO,1999-04-20,Severe Storm
MO,1999-04-20,Severe Storm
MO,1999-04-20,Severe Storm
MO,1999-04-20,Severe Storm
FL,1999-04-21,Fire
FL,1999-04-21,Fire
FL,1999-04-21,Fire
FL,1999-04-23,Fire
FL,1999-04-23,Fire
FL,1999-04-23,Fire
FL,1999-04-23,Fire
FL,1999-04-23,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
FL,1999-04-27,Fire
KS,1999-05-04,Tornado
KS,1999-05-04,Tornado
KS,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
OK,1999-05-04,Tornado
MI,1999-05-06,Fire
TX,1999-05-06,Tornado
TX,1999-05-06,Tornado
TX,1999-05-06,Tornado
TX,1999-05-06,Tornado
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
TN,1999-05-12,Severe Storm
FL,1999-05-14,Fire
FL,1999-05-14,Fire
FL,1999-05-14,Fire
CO,1999-05-17,Severe Storm
CO,1999-05-17,Severe Storm
CO,1999-05-17,Severe Storm
CO,1999-05-17,Severe Storm
CO,1999-05-17,Severe Storm
CO,1999-05-17,Severe Storm
CO,1999-05-17,Severe Storm
CO,1999-05-17,Severe Storm
CO,1999-05-17,Severe Storm
CO,1999-05-17,Severe Storm
CO,1999-05-17,Severe Storm
CO,1999-05-17,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IA,1999-05-21,Severe Storm
IL,1999-05-28,Severe Storm
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
ND,1999-06-08,Flood
SD,1999-06-09,Tornado
SD,1999-06-09,Tornado
AZ,1999-06-12,Fire
AZ,1999-06-12,Fire
NV,1999-06-24,Fire
NV,1999-07-03,Fire
NV,1999-07-20,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
IA,1999-07-22,Severe Storm
MT,1999-07-26,Fire
MN,1999-07-28,Severe Storm
MN,1999-07-28,Severe Storm
MN,1999-07-28,Severe Storm
MN,1999-07-28,Severe Storm
MN,1999-07-28,Severe Storm
MN,1999-07-28,Severe Storm
MN,1999-07-28,Severe Storm
MN,1999-07-28,Severe Storm
MN,1999-07-28,Severe Storm
NV,1999-08-05,Fire
NV,1999-08-05,Fire
NY,1999-08-09,Fire
UT,1999-08-16,Tornado
WI,1999-08-16,Flood
WI,1999-08-16,Flood
WI,1999-08-16,Flood
WI,1999-08-16,Flood
WI,1999-08-16,Flood
WI,1999-08-16,Flood
WI,1999-08-16,Flood
WI,1999-08-16,Flood
WI,1999-08-16,Flood
WI,1999-08-16,Flood
NE,1999-08-20,Severe Storm
NE,1999-08-20,Severe Storm
NE,1999-08-20,Severe Storm
TX,1999-08-21,Fire
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
TX,1999-08-22,Hurricane
NV,1999-08-25,Fire
TX,1999-08-26,Fire
MN,1999-08-26,Severe Ice Storm
MN,1999-08-26,Severe Ice Storm
MN,1999-08-26,Severe Ice Storm
MN,1999-08-26,Severe Ice Storm
MN,1999-08-26,Severe Ice Storm
MN,1999-08-26,Severe Ice Storm
MN,1999-08-26,Severe Ice Storm
TX,1999-08-31,Fire
TX,1999-08-31,Fire
TX,1999-08-31,Fire
TX,1999-08-31,Fire
TX,1999-08-31,Fire
TX,1999-09-01,Fire
TX,1999-09-01,Fire
TX,1999-09-01,Fire
TX,1999-09-01,Fire
TX,1999-09-01,Fire
TX,1999-09-01,Fire
TX,1999-09-01,Fire
